audio_id,url,latitude,longitude,length,date,time,recordist,main_scientific,main_common,all_scientific,all_common
912643,https://xeno-canto.org/912643,43.3525,2.7783,37:13,2024-06-09,07:00,Cedric Mroczko,Streptopelia decaocto,Eurasian Collared Dove,"['Petronia petronia', 'Phoenicurus ochruros', 'Cuculus canorus', 'Turdus merula', 'Motacilla alba', 'Streptopelia turtur', 'Parus major', 'Coloeus monedula', 'Carduelis carduelis', 'Delichon urbicum', 'Streptopelia decaocto', 'Serinus serinus', 'Apus apus', 'Sturnus vulgaris', 'Passer domesticus', 'Streptopelia decaocto']","['Rock Petronia', 'Black Redstart', 'Common Cuckoo', 'Eurasian Blackbird', 'White Wagtail', 'European Turtle Dove', 'Great Tit', '', 'Eurasian Goldfinch', 'House Martin', 'Eurasian Collared-Dove', 'European Serin', 'Common Swift', 'European Starling', 'House Sparrow', 'Eurasian Collared Dove']"
268208,https://xeno-canto.org/268208,31.864,-109.047,3:06,2015-06-16,04:40,Richard E. Webster,Zenaida macroura,Mourning Dove,"['Lanius ludovicianus', 'Icterus parisorum', 'Mimus polyglottos', 'Amphispiza bilineata', 'Campylorhynchus brunneicapillus', 'Toxostoma bendirei', 'Zenaida macroura', 'Cardinalis sinuatus', 'Callipepla gambelii', 'Tyrannus vociferans', 'Zenaida macroura']","['Loggerhead Shrike', ""Scott's Oriole"", 'Northern Mockingbird', 'Black-throated Sparrow', 'Cactus Wren', ""Bendire's Thrasher"", 'Mourning Dove', 'Pyrrhuloxia', ""Gambel's Quail"", ""Cassin's Kingbird"", 'Mourning Dove']"
268217,https://xeno-canto.org/268217,31.34,-109.273,4:10,2015-05-10,06:48,Richard E. Webster,Zenaida asiatica,White-winged Dove,"['Setophaga aestiva', 'Zenaida asiatica', 'Dryobates scalaris', 'Myiarchus tyrannulus', 'Molothrus ater', 'Vireo gilvus', 'Columbina passerina', 'Cardinalis cardinalis', 'Vireo bellii', 'Thryomanes bewickii', 'Zenaida asiatica']","['', 'White-winged Dove', 'Ladder-backed Woodpecker', 'Brown-crested Flycatcher', 'Brown-headed Cowbird', 'Warbling Vireo', 'Common Ground-Dove', 'Northern Cardinal', ""Bell's Vireo"", ""Bewick's Wren"", 'White-winged Dove']"
321863,https://xeno-canto.org/321863,32.7257,-114.6074,7:07,2016-05-27,06:00,Bobby Wilcox,Rallus obsoletus,Ridgway's Rail,"['Melospiza melodia', 'Geothlypis trichas', 'Zenaida asiatica', 'Dryobates scalaris', 'Molothrus ater', 'Empidonax traillii', 'Myiarchus cinerascens', 'Calypte anna', 'Xanthocephalus xanthocephalus', 'Auriparus flaviceps', 'Rallus obsoletus']","['Song Sparrow', 'Common Yellowthroat', 'White-winged Dove', 'Ladder-backed Woodpecker', 'Brown-headed Cowbird', 'Willow Flycatcher', 'Ash-throated Flycatcher', ""Anna's Hummingbird"", 'Yellow-headed Blackbird', 'Verdin', ""Ridgway's Rail""]"
803738,https://xeno-canto.org/803738,47.9956,10.9643,12:37,2023-05-25,07:04,Beatrix Saadi-Varchmin,Rallus aquaticus,Water Rail,"['Fringilla coelebs', 'Cuculus canorus', 'Buteo buteo', 'Sylvia atricapilla', 'Turdus merula', 'Erithacus rubecula', 'Aegithalos caudatus', 'Emberiza citrinella', 'Phylloscopus collybita', 'Chloris chloris', 'Milvus milvus', 'Rallus aquaticus']","['Chaffinch', 'Common Cuckoo', 'Common Buzzard', 'Blackcap', 'Eurasian Blackbird', 'European Robin', 'Long-tailed Tit', 'Yellowhammer', 'Common Chiffchaff', 'European Greenfinch', 'Red Kite', 'Water Rail']"
153335,https://xeno-canto.org/153335,51.8042,-103.4003,5:00,2013-05-16,05:00,Bird Studies Canada - Prairie and Parkland Marsh Monitoring Program (PPMMP),Fulica americana,American Coot,"['Corvus brachyrhynchos', 'Leucophaeus pipixcan', 'Agelaius phoeniceus', 'Porzana carolina', 'Sphyrapicus varius', 'Melospiza melodia', 'Ammospiza leconteii', 'Passerculus sandwichensis', 'Cistothorus palustris', 'Podilymbus podiceps', 'Botaurus lentiginosus', 'Anser caerulescens', 'Anas carolinensis', 'Xanthocephalus xanthocephalus', 'Sturnus vulgaris', 'Fulica americana']","['American Crow', ""Franklin's Gull"", 'Red-winged Blackbird', 'Sora', 'Yellow-bellied Sapsucker', 'Song Sparrow', ""LeConte's Sparrow"", 'Savannah Sparrow', 'Marsh Wren', 'Pied-billed Grebe', 'American Bittern', 'Snow Goose', '', 'Yellow-headed Blackbird', 'European Starling', 'American Coot']"
153048,https://xeno-canto.org/153048,51.7562,-103.2114,4:47,2013-06-30,05:00,Bird Studies Canada - Prairie and Parkland Marsh Monitoring Program (PPMMP),Coturnicops noveboracensis,Yellow Rail,"['Catharus fuscescens', 'Cistothorus stellaris', 'Agelaius phoeniceus', 'Porzana carolina', 'Setophaga aestiva', 'Sphyrapicus varius', 'Melospiza melodia', 'Ammospiza leconteii', 'Gallinago delicata', 'Passerculus sandwichensis', 'Corvus corax', 'Botaurus lentiginosus', 'Dumetella carolinensis', 'Melospiza georgiana', 'Xanthocephalus xanthocephalus', 'Coturnicops noveboracensis']","['Veery', 'Northern Sedge Wren', 'Red-winged Blackbird', 'Sora', '', 'Yellow-bellied Sapsucker', 'Song Sparrow', ""LeConte's Sparrow"", ""Wilson's Snipe"", 'Savannah Sparrow', 'Common Raven', 'American Bittern', 'Gray Catbird', 'Swamp Sparrow', 'Yellow-headed Blackbird', 'Yellow Rail']"
971594,https://xeno-canto.org/971594,31.34,-109.273,17:54,2023-04-17,07:00,Richard E. Webster,Podilymbus podiceps,Pied-billed Grebe,"['Agelaius phoeniceus', 'Tyrannus verticalis', 'Setophaga aestiva', 'Melospiza melodia', 'Geothlypis trichas', 'Piranga rubra', 'Zenaida asiatica', 'Zenaida macroura', 'Fulica americana', 'Cardinalis cardinalis', 'Melanerpes uropygialis', 'Callipepla gambelii', 'Tyrannus vociferans', 'Podilymbus podiceps']","['Red-winged Blackbird', 'Western Kingbird', '', 'Song Sparrow', 'Common Yellowthroat', 'Summer Tanager', 'White-winged Dove', 'Mourning Dove', 'American Coot', 'Northern Cardinal', 'Gila Woodpecker', ""Gambel's Quail"", ""Cassin's Kingbird"", 'Pied-billed Grebe']"
636054,https://xeno-canto.org/636054,51.4708,23.3234,12:10,2021-04-05,07:00,Jarek Matusiak,Botaurus stellaris,Eurasian Bittern,"['Anser anser', 'Cygnus olor', 'Grus grus', 'Turdus merula', 'Pica pica', 'Rallus aquaticus', 'Tringa ochropus', 'Mareca strepera', 'Bucephala clangula', 'Gallinago gallinago', 'Podiceps cristatus', 'Anas platyrhynchos', 'Scolopax rusticola', 'Botaurus stellaris']","['Greylag Goose', 'Mute Swan', 'Common Crane', 'Eurasian Blackbird', 'Eurasian Magpie', 'Water Rail', 'Green Sandpiper', 'Gadwall', 'Common Goldeneye', 'Common Snipe', 'Great Crested Grebe', 'Mallard', 'Eurasian Woodcock', 'Eurasian Bittern']"
153367,https://xeno-canto.org/153367,51.7239,-103.2998,4:39,2013-05-27,05:00,Bird Studies Canada - Prairie and Parkland Marsh Monitoring Program (PPMMP),Botaurus lentiginosus,American Bittern,"['Agelaius phoeniceus', 'Porzana carolina', 'Setophaga aestiva', 'Ammospiza leconteii', 'Gallinago delicata', 'Passerculus sandwichensis', 'Geothlypis trichas', 'Branta canadensis', 'Cistothorus palustris', 'Molothrus ater', 'Podilymbus podiceps', 'Spizella pallida', 'Chlidonias niger', 'Fulica americana', 'Xanthocephalus xanthocephalus', 'Botaurus lentiginosus']","['Red-winged Blackbird', 'Sora', '', ""LeConte's Sparrow"", ""Wilson's Snipe"", 'Savannah Sparrow', 'Common Yellowthroat', 'Canada Goose', 'Marsh Wren', 'Brown-headed Cowbird', 'Pied-billed Grebe', 'Clay-colored Sparrow', 'Black Tern', 'American Coot', 'Yellow-headed Blackbird', 'American Bittern']"
669641,https://xeno-canto.org/669641,51.4387,-2.5278,4:03,2021-03-20,06:50,Alexander Henderson,Ardea cinerea,Grey Heron,"['Columba palumbus', 'Sylvia atricapilla', 'Turdus merula', 'Corvus corone', 'Parus major', 'Coloeus monedula', 'Erithacus rubecula', 'Columba oenas', 'Dendrocopos major', 'Troglodytes troglodytes', 'Periparus ater', 'Anas platyrhynchos', 'Ardea cinerea']","['Wood Pigeon', 'Blackcap', 'Eurasian Blackbird', 'Carrion Crow', 'Great Tit', '', 'European Robin', 'Stock Dove', 'Great Spotted Woodpecker', 'Eurasian Wren', 'Coal Tit', 'Mallard', 'Grey Heron']"
669639,https://xeno-canto.org/669639,51.4387,-2.5278,3:29,2021-03-20,06:44,Alexander Henderson,Ardea cinerea,Grey Heron,"['Cyanistes caeruleus', 'Columba palumbus', 'Corvus corone', 'Parus major', 'Coloeus monedula', 'Erithacus rubecula', 'Pica pica', 'Dendrocopos major', 'Troglodytes troglodytes', 'Periparus ater', 'Anas platyrhynchos', 'Ardea cinerea']","['Blue Tit', 'Wood Pigeon', 'Carrion Crow', 'Great Tit', '', 'European Robin', 'Eurasian Magpie', 'Great Spotted Woodpecker', 'Eurasian Wren', 'Coal Tit', 'Mallard', 'Grey Heron']"
669637,https://xeno-canto.org/669637,51.4387,-2.5278,21:43,2021-03-20,06:14,Alexander Henderson,Ardea cinerea,Grey Heron,"['Cyanistes caeruleus', 'Columba palumbus', 'Turdus merula', 'Corvus corone', 'Parus major', 'Coloeus monedula', 'Erithacus rubecula', 'Columba oenas', 'Dendrocopos major', 'Troglodytes troglodytes', 'Picus viridis', 'Periparus ater', 'Certhia familiaris', 'Alcedo atthis', 'Ardea cinerea']","['Blue Tit', 'Wood Pigeon', 'Eurasian Blackbird', 'Carrion Crow', 'Great Tit', '', 'European Robin', 'Stock Dove', 'Great Spotted Woodpecker', 'Eurasian Wren', 'Green Woodpecker', 'Coal Tit', 'Treecreeper', 'Common Kingfisher', 'Grey Heron']"
554730,https://xeno-canto.org/554730,51.4183,-2.33,6:01,2020-04-26,07:28,Alexander Henderson,Buteo buteo,Common Buzzard,"['Cyanistes caeruleus', 'Regulus regulus', 'Columba palumbus', 'Fringilla coelebs', 'Turdus merula', 'Sitta europaea', 'Branta canadensis', 'Parus major', 'Coloeus monedula', 'Corvus frugilegus', 'Troglodytes troglodytes', 'Phylloscopus collybita', 'Streptopelia decaocto', 'Picus viridis', 'Certhia familiaris', 'Phasianus colchicus', 'Buteo buteo']","['Blue Tit', 'Goldcrest', 'Wood Pigeon', 'Chaffinch', 'Eurasian Blackbird', 'Eurasian Nuthatch', 'Canada Goose', 'Great Tit', '', 'Rook', 'Eurasian Wren', 'Common Chiffchaff', 'Eurasian Collared-Dove', 'Green Woodpecker', 'Treecreeper', 'Ring-necked Pheasant', 'Common Buzzard']"
322356,https://xeno-canto.org/322356,32.6531,-109.8576,6:13,2015-06-04,06:42,Richard E. Webster,Glaucidium californicum,Northern Pygmy Owl,"['Selasphorus platycercus', 'Empidonax occidentalis', 'Turdus migratorius', 'Catharus guttatus', 'Leuconotopicus villosus', 'Vireo gilvus', 'Setophaga auduboni', 'Leiothlypis celata', 'Tachycineta thalassina', 'Troglodytes aedon', 'Glaucidium californicum']","['Broad-tailed Hummingbird', '', 'American Robin', 'Hermit Thrush', '', 'Warbling Vireo', '', 'Orange-crowned Warbler', 'Violet-green Swallow', 'House Wren', 'Northern Pygmy Owl']"
592596,https://xeno-canto.org/592596,31.872,-109.235,19:46,2020-06-09,06:02,Richard E. Webster,Euptilotis neoxenus,Eared Quetzal,"['Vireo plumbeus', 'Sayornis nigricans', 'Setophaga graciae', 'Piranga hepatica', 'Melanerpes formicivorus', 'Eugenes fulgens', 'Vireo huttoni', 'Contopus sordidulus', 'Troglodytes aedon', 'Myiarchus tuberculifer', 'Euptilotis neoxenus']","['Plumbeous Vireo', 'Black Phoebe', ""Grace's Warbler"", '', 'Acorn Woodpecker', ""Rivoli's Hummingbird"", ""Hutton's Vireo"", 'Western Wood-Pewee', 'House Wren', 'Dusky-capped Flycatcher', 'Eared Quetzal']"
501220,https://xeno-canto.org/501220,23.4067,-105.9352,9:52,2019-04-22,07:25,Richard E. Webster,Trogon citreolus,Citreoline Trogon,"['Melanerpes chrysogenys', 'Icterus pustulatus', 'Thryophilus sinaloa', 'Glaucidium palmarum', 'Cassiculus melanicterus', 'Dryobates scalaris', 'Empidonax difficilis', 'Leptotila verreauxi', 'Calocitta colliei', 'Pheugopedius felix', 'Saltator grandis', 'Momotus mexicanus', 'Trogon citreolus']","['Golden-cheeked Woodpecker', 'Streak-backed Oriole', 'Sinaloa Wren', 'Colima Pygmy-Owl', 'Yellow-winged Cacique', 'Ladder-backed Woodpecker', 'Pacific-slope Flycatcher', 'White-tipped Dove', 'Black-throated Magpie-Jay', 'Happy Wren', 'Cinnamon-bellied Saltator', 'Russet-crowned Motmot', 'Citreoline Trogon']"
501218,https://xeno-canto.org/501218,23.4326,-106.3021,8:04,2019-04-18,07:26,Richard E. Webster,Trogon citreolus,Citreoline Trogon,"['Melanerpes chrysogenys', 'Amazilia rutila', 'Icterus pustulatus', 'Attila spadiceus', 'Thryophilus sinaloa', 'Cassiculus melanicterus', 'Xiphorhynchus flavigaster', 'Glaucidium brasilianum', 'Granatellus venustus', 'Leptotila verreauxi', 'Cardellina pusilla', 'Myiarchus nuttingi', 'Trogon citreolus']","['Golden-cheeked Woodpecker', 'Cinnamon Hummingbird', 'Streak-backed Oriole', 'Bright-rumped Attila', 'Sinaloa Wren', 'Yellow-winged Cacique', 'Ivory-billed Woodcreeper', 'Ferruginous Pygmy-Owl', 'Red-breasted Chat', 'White-tipped Dove', ""Wilson's Warbler"", ""Nutting's Flycatcher"", 'Citreoline Trogon']"
501314,https://xeno-canto.org/501314,23.4067,-105.9352,6:13,2019-04-22,07:00,Richard E. Webster,Trogon elegans,Elegant Trogon,"['Melanerpes chrysogenys', 'Icterus pustulatus', 'Morococcyx erythropygus', 'Glaucidium palmarum', 'Cassiculus melanicterus', 'Xiphorhynchus flavigaster', 'Trogon citreolus', 'Eupsittula canicularis', 'Buteo plagiatus', 'Leptotila verreauxi', 'Pheugopedius felix', 'Myiarchus nuttingi', 'Saltator grandis', 'Myiarchus tuberculifer', 'Trogon elegans']","['Golden-cheeked Woodpecker', 'Streak-backed Oriole', 'Lesser Ground-Cuckoo', 'Colima Pygmy-Owl', 'Yellow-winged Cacique', 'Ivory-billed Woodcreeper', 'Citreoline Trogon', 'Orange-fronted Parakeet', 'Gray Hawk', 'White-tipped Dove', 'Happy Wren', ""Nutting's Flycatcher"", 'Cinnamon-bellied Saltator', 'Dusky-capped Flycatcher', 'Elegant Trogon']"
449201,https://xeno-canto.org/449201,51.3942,17.4383,3:39,2017-06-02,05:00,Leszek Matacz,Upupa epops,Eurasian Hoopoe,"['Fringilla coelebs', 'Grus grus', 'Cuculus canorus', 'Oriolus oriolus', 'Sylvia atricapilla', 'Lullula arborea', 'Parus major', 'Emberiza citrinella', 'Dendrocopos major', 'Phylloscopus collybita', 'Phasianus colchicus', 'Upupa epops']","['Chaffinch', 'Common Crane', 'Common Cuckoo', 'Eurasian Golden Oriole', 'Blackcap', 'Woodlark', 'Great Tit', 'Yellowhammer', 'Great Spotted Woodpecker', 'Common Chiffchaff', 'Ring-necked Pheasant', 'Eurasian Hoopoe']"
499175,https://xeno-canto.org/499175,23.4067,-105.9352,4:27,2019-04-22,06:47,Richard E. Webster,Momotus mexicanus,Russet-crowned Motmot,"['Melanerpes chrysogenys', 'Icterus pustulatus', 'Trogon elegans', 'Cassiculus melanicterus', 'Trogon citreolus', 'Passerina versicolor', 'Leptotila verreauxi', 'Calocitta colliei', 'Myiarchus nuttingi', 'Piranga ludoviciana', 'Saltator grandis', 'Momotus mexicanus']","['Golden-cheeked Woodpecker', 'Streak-backed Oriole', 'Elegant Trogon', 'Yellow-winged Cacique', 'Citreoline Trogon', 'Varied Bunting', 'White-tipped Dove', 'Black-throated Magpie-Jay', ""Nutting's Flycatcher"", 'Western Tanager', 'Cinnamon-bellied Saltator', 'Russet-crowned Motmot']"
